sample_id,bile_acids,scfa,tryptophan_metabolism
S3553,0.473,0.524,0.534
S3554,0.65,0.283,0.682
S3555,0.464,0.476,0.453
S3556,0.169,0.614,0.315
S3557,0.432,0.642,0.55
S3558,0.668,0.28,0.629
S3559,0.574,0.639,0.344
S3560,0.415,0.681,0.499
S3561,0.327,0.643,0.365
S3562,0.661,0.269,0.62
S3563,0.328,0.563,0.346
S3564,0.44,0.577,0.369
S3565,0.606,0.433,0.48
S3566,0.612,0.462,0.555
S3567,0.147,0.843,0.258
S3568,0.396,0.658,0.406
S3569,0.518,0.433,0.513
S3570,0.548,0.559,0.481
S3571,0.459,0.522,0.546
S3572,0.734,0.392,0.559
S3573,0.521,0.468,0.401
S3574,0.262,0.879,0.338
S3575,0.215,0.776,0.376
S3576,0.406,0.561,0.443
S3577,0.402,0.525,0.358
S3578,0.741,0.296,0.561
S3579,0.497,0.48,0.509
S3580,0.417,0.532,0.502
S3581,0.699,0.341,0.657
S3582,0.509,0.545,0.485
S3583,0.58,0.705,0.443
S3584,0.584,0.515,0.486
S3585,0.44,0.57,0.391
S3586,0.278,0.788,0.294
S3587,0.588,0.462,0.553
S3588,0.374,0.527,0.401
S3589,0.52,0.438,0.537
S3590,0.449,0.548,0.486
S3591,0.564,0.476,0.526
S3592,0.245,0.751,0.351
S3593,0.271,0.682,0.332
S3594,0.382,0.459,0.474
S3595,0.375,0.627,0.464
S3596,0.755,0.351,0.664
S3597,0.675,0.351,0.579
S3598,0.51,0.382,0.468
S3599,0.324,0.695,0.335
S3600,0.737,0.455,0.659
